finding_id,lane,family,code,file_line,science_confidence,runtime_dependent,verdict,method,evidence
A-ENR-0012,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0013,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0014,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0015,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0016,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0017,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0018,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0019,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0020,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0021,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0022,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0023,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0024,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0025,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0026,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0027,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0028,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0029,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0030,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0031,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0032,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-ENR-0033,A,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-PSK-0001,A,PER_SKALA_SCOPE_DIVERGENT,49213,data/source_documents/KBLI_2025_FINAL_CLEAN.json:361611,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
A-DER-0001,A,DERIVATION,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:2,1.0,false,CONFIRMED,independent re-derivation with fresh code + script re-run on origin/main 0b56e22f56,"1559/1559 codes, judul EXACT 1559, uraian EXACT 1559, ruang_lingkup EXACT 1338 + both-empty 221, per_skala scope divergence only 49213 (4 entries) — all reproduced"
B-TRACE-001,B,FIELD_TRACE,,apps/mouth/src/lib/kbli-data.ts:438,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-002,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:266,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-003,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:843,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-004,B,FIELD_TRACE,,apps/mouth/src/lib/kbli-data.ts:387,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-005,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:404,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-006,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:894,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-007,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:918,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-008,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:906,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-009,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:408,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-010,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:411,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-011,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:419,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-012,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:387,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-013,B,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx:390,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-014,B,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx:417,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-015,B,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx:468,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-016,B,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx:1282,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-017,B,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx:1138,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-018,B,FIELD_TRACE,,apps/mouth/src/lib/kbli-faq.ts:267,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-001,B,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx:467,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-002,B,HEURISTIC,,apps/mouth/src/components/kbli/LicensingSection.tsx:1068,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-019,B,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx:1090,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-020,B,FIELD_TRACE,,apps/mouth/src/components/kbli/KBLITransitionSources.tsx:33,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-021,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:994,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-022,B,FIELD_TRACE,,apps/mouth/src/components/kbli/KBLIProvenancePanel.tsx:178,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-023,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:428,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-024,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:725,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-025,B,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx:442,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-026,B,FIELD_TRACE,,apps/mouth/src/components/kbli/KBLIStructuredData.tsx:122,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-027,B,FIELD_TRACE,,apps/mouth/src/lib/kbli-faq.ts:49,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-028,B,FIELD_TRACE,,apps/mouth/src/components/kbli/KBLICard.tsx:66,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-029,B,FIELD_TRACE,,apps/mouth/src/app/kbli/sectors/[id]/page.tsx:26,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-030,B,FIELD_TRACE,,apps/mouth/src/lib/kbli-types.ts:65,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-TRACE-031,B,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx:321,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-003,B,HEURISTIC,,apps/mouth/src/lib/kbli-data.ts:330,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,"cited line matches the claim on disk; live 2026-09-11: 01192 subtitle rendered ""(bukan Bit Gula)"" vs corpus ""(Bukan Bit Gula)"" (altered set), 56101 and 01111 judul verbatim"
B-HEUR-004,B,HEURISTIC,,apps/mouth/src/lib/kbli-data.ts:212,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,"cited line matches the claim on disk; live 2026-09-11: 01192 subtitle rendered ""(bukan Bit Gula)"" vs corpus ""(Bukan Bit Gula)"" (altered set), 56101 and 01111 judul verbatim"
B-HEUR-005,B,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx:843,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,"cited line matches the claim on disk; live 2026-09-11: 01192 subtitle rendered ""(bukan Bit Gula)"" vs corpus ""(Bukan Bit Gula)"" (altered set), 56101 and 01111 judul verbatim"
B-HEUR-006,B,HEURISTIC,,apps/mouth/src/components/kbli/KBLIStructuredData.tsx:124,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk; live 2026-09-11: 56101 Article.description = 160-char uraian slice + PMA/risk prose (354 chars total) for a 1217-char uraian
B-OTHER-001,B,OTHER_FILE,,apps/mouth/src/lib/kbli-data.ts:333,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-OTHER-002,B,OTHER_FILE,,apps/mouth/src/lib/kbli-english-generated.ts:18,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-OTHER-003,B,OTHER_FILE,,apps/mouth/src/lib/kbli-data.ts:334,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-OTHER-004,B,OTHER_FILE,,apps/mouth/src/lib/kbli-data.ts:333,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-OTHER-005,B,OTHER_FILE,,apps/mouth/src/lib/kbli-data.ts:454,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-OTHER-006,B,OTHER_FILE,,apps/mouth/src/lib/kbli-editorial-certification.ts:3,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-OTHER-007,B,OTHER_FILE,,apps/mouth/src/lib/kbli-perpres-locator.ts:38,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-OTHER-008,B,OTHER_FILE,,apps/mouth/src/lib/kbli-risk-dispute.ts:80,0.90,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-007,B,HEURISTIC,,apps/mouth/src/lib/kbli-section.ts:82,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-008,B,HEURISTIC,,apps/mouth/src/lib/kbli-derive.ts:28,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-009,B,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx:894,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-010,B,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx:404,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-011,B,HEURISTIC,,apps/mouth/src/lib/kbli-derive.ts:98,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-012,B,HEURISTIC,,apps/mouth/src/lib/kbli-derive.ts:117,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-013,B,HEURISTIC,,apps/mouth/src/lib/kbli-obligation-truncation.ts:71,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-014,B,HEURISTIC,,apps/mouth/src/lib/kbli-status-labels.ts:183,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-015,B,HEURISTIC,,apps/mouth/src/lib/kbli-pma-disclosure.ts:194,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-016,B,HEURISTIC,,apps/mouth/src/lib/kbli-provenance.ts:175,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-017,B,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx:310,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-018,B,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx:1062,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-019,B,HEURISTIC,,apps/mouth/src/lib/kbli-data.server.ts:297,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-020,B,HEURISTIC,,apps/mouth/src/components/kbli/LicensingSection.tsx:85,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-021,B,HEURISTIC,,apps/mouth/src/components/kbli/KBLIBaliContext.tsx:18,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-022,B,HEURISTIC,,apps/mouth/src/components/kbli/KBLIYoullAlsoNeed.tsx:36,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
