finding_id,family,code,file,line,claim,confidence,runtime_dependent,suggested_fix
B-TRACE-011,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx,419,"ProvenanceBadge state derived from _l2_source, _l2_status and presence of per_skala_disputed_* keys",1.00,false,None
B-TRACE-012,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx,387,"Instrument locator line reads perpres-locators.json cite for the code (OTHER_FILE), shown only when PMA verdict located",1.00,false,None
B-TRACE-013,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx,390,LicensingSection tier tabs render per_skala[i].skala_usaha joined with plus signs,1.00,false,None
B-TRACE-014,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx,417,"LicensingSection requirements render per_skala[i].persyaratan items trimmed, with a heuristic truncation marker",1.00,false,None
B-TRACE-015,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx,468,"LicensingSection obligations render per_skala[i].kewajiban items trimmed, with a heuristic truncation marker",1.00,false,None
B-TRACE-016,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx,1282,LicensingSection tier panel renders per_skala[i].jangka_waktu raw and per_skala[i].fiktif_positif flag,1.00,false,None
B-TRACE-017,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx,1138,Perpres slice notice (LicensingSection) renders kbli-perpres-slice-disclosures.json rows (OTHER_FILE); LicensingSection mounts only on gold pages: 0 of 12 slice codes,1.00,false,Render the slice notice outside the gold-only branch
B-TRACE-018,FIELD_TRACE,,apps/mouth/src/lib/kbli-faq.ts,267,FAQ answer 1 (Common Questions + FAQ JSON-LD) appends a slice qualifier from kbli-perpres-slice-disclosures.json for all 12 slice codes,1.00,false,None
B-HEUR-001,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx,467,"LicensingSection (skala tabs, persyaratan, kewajiban, slice and dispute notices) is inside the gold branch: mounted on 15 pages; 1328 codes with per_skala never show persyaratan/kewajiban",1.00,false,Mount LicensingSection on the non-gold layout too
B-HEUR-002,HEURISTIC,,apps/mouth/src/components/kbli/LicensingSection.tsx,1068,Risk dispute notice reaches the page for 2 of 33 disputed codes (gold-only mount); FAQ answer 2 carries a dispute qualifier for all,1.00,false,Render the dispute notice on every layout
B-TRACE-019,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx,1090,Risk dispute notice renders recordTiers/kind/baliDependsOnTier from kbli-risk-disputes.json (OTHER_FILE),1.00,false,None
B-TRACE-020,FIELD_TRACE,,apps/mouth/src/components/kbli/KBLITransitionSources.tsx,33,"KBLITransitionSources renders bps_2020_ancestors.codes, pp28_sources and mapping_note",1.00,false,None
B-TRACE-021,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx,994,KBLIDivergence renders per_skala_disputed_* rows and _l2_status no_oss_risk flag via provenance,1.00,false,None
B-TRACE-022,FIELD_TRACE,,apps/mouth/src/components/kbli/KBLIProvenancePanel.tsx,178,"Provenance panel date comes from kbli-dataset-version.json lastModified (OTHER_FILE), not from corpus metadata",1.00,false,None
B-TRACE-023,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx,428,KBLIEditorial renders intel_2026.editorial headline/body through humanizeInternalEnums; shown only for certified intel (49 codes),1.00,false,None
B-TRACE-024,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx,725,Non-gold intel layout renders intel_2026.whatItMeans/whatChanged/whatYouNeed/baliContext/whoThisIsFor/youllAlsoNeed for 35 codes,1.00,false,None
B-TRACE-025,FIELD_TRACE,,apps/mouth/src/app/kbli/[code]/page.tsx,442,Gold layout renders kbli-gold-all.json fields (OTHER_FILE) instead of corpus text for 15 certified codes,1.00,false,None
B-TRACE-026,FIELD_TRACE,,apps/mouth/src/components/kbli/KBLIStructuredData.tsx,122,Article JSON-LD name/headline use titleId (title-cased judul); keywords add titleEn when different,1.00,false,None
B-TRACE-027,FIELD_TRACE,,apps/mouth/src/lib/kbli-faq.ts,49,FAQ answers embed titleId (title-cased judul) and titleEn; question templates are hardcoded English,1.00,false,None
B-TRACE-028,FIELD_TRACE,,apps/mouth/src/components/kbli/KBLICard.tsx,66,Related-code cards render titleEn (English map) and titleId (title-cased judul) with the same transforms as the hero,1.00,false,None
B-TRACE-029,FIELD_TRACE,,apps/mouth/src/app/kbli/sectors/[id]/page.tsx,26,Sector page lists codes by prefix-derived section using KBLICard (titleEn/titleId); sektor_id never read,1.00,false,None
B-TRACE-030,FIELD_TRACE,,apps/mouth/src/lib/kbli-types.ts,65,Corpus ruang_lingkup (1338 records) and per_skala.scope_uraian are not declared or rendered anywhere in apps/mouth/src,1.00,false,Decide whether OSS ruang lingkup should be shown; today the site omits it
B-TRACE-031,FIELD_TRACE,,apps/mouth/src/components/kbli/LicensingSection.tsx,321,per_skala.kewenangan (9050 non-empty rows) is mapped to licensing.authority but never rendered; Authority cell is a literal,1.00,false,Render kewenangan or drop the Authority cell
B-HEUR-003,HEURISTIC,,apps/mouth/src/lib/kbli-data.ts,330,Rendered judul (titleId) is toTitleCase(judul): lower-cased then re-capitalised; differs from corpus judul for 209 of 1559 codes,1.00,false,Render raw.judul verbatim; drop toTitleCase (corpus judul is already mixed case)
B-HEUR-004,HEURISTIC,,apps/mouth/src/lib/kbli-data.ts,212,"toTitleCase breaks acronyms and parenthesised tokens (e.g. 01192,01199,01240,01284,+6); verdict: judul NOT verbatim for all codes",1.00,false,Remove toTitleCase or restrict it to all-uppercase input
B-HEUR-005,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx,843,Verdict uraian: rendered verbatim on 1509 codes; absent from body on 50 certified codes (gold/intel replace it),1.00,false,Always render uraian; place editorial below it
B-HEUR-006,HEURISTIC,,apps/mouth/src/components/kbli/KBLIStructuredData.tsx,124,JSON-LD description truncates uraian to 160 chars for 1366 of 1559 codes and appends PMA/risk prose,1.00,false,"Truncate at a sentence boundary and mark as excerpt, or use the full uraian"
B-OTHER-001,OTHER_FILE,,apps/mouth/src/lib/kbli-data.ts,333,h1 title = English string from kbli-english.ts (374 codes) or kbli-english-generated.ts (1185); not an OSS field (OSS judul_en == judul_id),1.00,false,Label the English h1 as a Bali Zero translation; show OSS judul as primary
B-OTHER-002,OTHER_FILE,,apps/mouth/src/lib/kbli-english-generated.ts,18,"Generated map header states LLM batch translation of judul; 1186 entries, 0 not in corpus",1.00,false,Add a visible translation disclaimer on pages using generated titles
B-OTHER-003,OTHER_FILE,,apps/mouth/src/lib/kbli-data.ts,334,Fallback: titleEn = titleId for 0 codes without any English entry (),1.00,false,None (fallback is the title-cased judul)
B-OTHER-004,OTHER_FILE,,apps/mouth/src/lib/kbli-data.ts,333,h1 differs from corpus judul for 1559 of 1559 codes (English map or title-case change),1.00,false,Compute and publish the per-code judul alignment table
B-OTHER-005,OTHER_FILE,,apps/mouth/src/lib/kbli-data.ts,454,kbli-gold-all.json has 428 entries; only 15 pass certification (pmaFingerprint+contentSha256) and reach the page,1.00,false,Document the certification gate in the page footer
B-OTHER-006,OTHER_FILE,,apps/mouth/src/lib/kbli-editorial-certification.ts,3,"Editorial gate reads data/kbli-filiera/pma-editorial-certifications.json: canonicalIntel 49, mouthGold 15 entries; sha matches corpus: True",1.00,false,None
B-OTHER-007,OTHER_FILE,,apps/mouth/src/lib/kbli-perpres-locator.ts,38,perpres-locators.json covers 1559 codes (set equals corpus: True); cite non-empty for 1559,1.00,false,None
B-OTHER-008,OTHER_FILE,,apps/mouth/src/lib/kbli-risk-dispute.ts,80,kbli-risk-disputes.json carries 33 codes (all in corpus: True); kbli-data.ts comment says 30,0.90,false,Update the comment or the artifact so the counts agree
B-HEUR-007,HEURISTIC,,apps/mouth/src/lib/kbli-section.ts,82,Section letter derived from 2-digit code prefix (SECTION_PREFIX_MAP); corpus sektor_id ignored; null section for 0 codes,1.00,false,"None (sektor_id is a PP28 locator, not a BPS section)"
B-HEUR-008,HEURISTIC,,apps/mouth/src/lib/kbli-derive.ts,28,licenseForRisk maps kategori_risiko to NIB/NIB + Sertifikat Standar/NIB + Izin; applied to 9078 of 9095 per_skala rows with empty perizinan,1.00,false,"Flag derived licence labels as derived from PP 28 risk tier, not read from OSS"
B-HEUR-009,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx,894,First-row License Type is risk-derived (not from perizinan) for 1336 of 1342 codes with per_skala,1.00,false,Show the derivation basis in the cell
B-HEUR-010,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx,404,"Hero RiskBadge uses per_skala[0] only; 525 codes have >1 distinct kategori_risiko across rows, 499 where row 0 is below the max tier",1.00,false,Show tier range or the highest tier with a per-scale caveat
B-HEUR-011,HEURISTIC,,apps/mouth/src/lib/kbli-derive.ts,98,"formatTimeframe rewrites jangka_waktu (Otomatis to Instant, N to N working days) for 8622 of 9095 rows; other strings pass through",1.00,false,Keep raw value visible; the working-days reading of a bare number is an assumption
B-HEUR-012,HEURISTIC,,apps/mouth/src/lib/kbli-derive.ts,117,riskLabelEn maps kategori_risiko by substring (menengah/tinggi/rendah); unmapped values in corpus: 0,1.00,false,None
B-HEUR-013,HEURISTIC,,apps/mouth/src/lib/kbli-obligation-truncation.ts,71,Truncation marker is a regex on trailing dan/atau/yang/di; flags 877 of 48804 kewajiban and 360 of 37437 persyaratan items,1.00,false,Verify flagged items against OSS ruang_lingkup text; regex is a proxy
B-HEUR-014,HEURISTIC,,apps/mouth/src/lib/kbli-status-labels.ts,183,"All intel_2026, gold and l4_bali.reason text is regex-rewritten: internal enum tokens replaced by English labels before render",1.00,false,"Rewrite at data build time, not at render, so what is served equals what is stored"
B-HEUR-015,HEURISTIC,,apps/mouth/src/lib/kbli-pma-disclosure.ts,194,l4_bali shown only if PMA verdict located and status in ALLOWED set; confidence coerced to MEDIUM if not HIGH/MEDIUM/LOW; 25 NON_CLASSIFICABILE,1.00,false,None
B-HEUR-016,HEURISTIC,,apps/mouth/src/lib/kbli-provenance.ts,175,"Provenance state derived from _l2_source/_l2_status/disputed keys: {""verified"": 1336, ""not_classifiable"": 119, ""pending"": 104} (licensing status has same split)",1.00,false,None
B-HEUR-017,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx,310,"PMA banner text chosen by rule over baliL4.blocked, hardcoded national-closure code list, pma.status, capVerified and maxForeign",1.00,false,"Move the decision inputs into the corpus record so the banner is data, not code"
B-HEUR-018,HEURISTIC,,apps/mouth/src/app/kbli/[code]/page.tsx,1062,Chat opener replaced by a template when baliL4.blocked and a regex matches foreign-ownership phrases,1.00,false,None
B-HEUR-019,HEURISTIC,,apps/mouth/src/lib/kbli-data.server.ts,297,"server transform swaps gold baliContext for l4 text when a regex finds foreign-ownership phrases on a blocked code (server module, not the page path)",1.00,false,None
B-HEUR-020,HEURISTIC,,apps/mouth/src/components/kbli/LicensingSection.tsx,85,Gold whatYouNeed markdown is parsed by regex into alert/source/sections and section titles are renamed (humanizeTitle),1.00,false,None
B-HEUR-021,HEURISTIC,,apps/mouth/src/components/kbli/KBLIBaliContext.tsx,18,baliContext is split on --- separators and card titles inferred by keyword matching,1.00,false,None
B-HEUR-022,HEURISTIC,,apps/mouth/src/components/kbli/KBLIYoullAlsoNeed.tsx,36,youllAlsoNeed lines parsed for leading 5-digit codes; links only when getCode finds them in corpus,1.00,false,None
B-HEUR-023,HEURISTIC,,apps/mouth/src/lib/kbli-data.ts,394,keywords derived from judul+uraian by stopword regex (max 20); used by kbli-search only,1.00,false,None
B-HEUR-024,HEURISTIC,,apps/mouth/src/lib/kbli-data.ts,303,tier gold/silver/bronze derived from certification and English-map presence; rendered as Gold-Tier Intel label,1.00,false,None
B-HEUR-025,HEURISTIC,,apps/mouth/src/lib/kbli-meta.ts,141,HTML title/description composed from titleEnMeta plus rule-derived PMA/risk suffix (kbliMetaTitleSuffix),1.00,false,None
B-HEUR-026,HEURISTIC,,apps/mouth/src/lib/kbli-pma-editorial.ts,21,Editorial (gold+intel) withheld unless PMA verdict located and cap publishable: 54 codes publishable of 1559,1.00,false,None
B-HARD-001,HARDCODED,,apps/mouth/src/lib/kbli-data.ts,47,"Section names (nameEn, nameId, description, icon) are literals in kbli-data.ts SECTION_META; not from corpus or OSS",1.00,false,Source section names from BPS/OSS data or mark as editorial
B-HARD-002,HARDCODED,,apps/mouth/src/lib/kbli-data.server.ts,29,"A second, differently worded section-name map exists in kbli-data.server.ts (D, K, L, V differ from kbli-data.ts)",1.00,false,Keep one map
B-HARD-003,HARDCODED,,apps/mouth/src/components/kbli/LicensingSection.tsx,321,Authority fact cell is the literal BKPM / OSS on every gold page; corpus kewenangan lists other authorities,1.00,false,Render kewenangan
B-HARD-004,HARDCODED,,apps/mouth/src/components/kbli/KBLIStructuredData.tsx,126,JSON-LD datePublished is a literal date for all codes; not present in corpus metadata,1.00,false,Derive from dataset sidecar or omit
B-HARD-005,HARDCODED,,apps/mouth/src/lib/kbli-data.server.ts,199,Fallback lastModified literal 2026-06-19 differs from sidecar lastModified 2026-08-15,1.00,false,Fail the build instead of falling back
B-HARD-006,HARDCODED,,apps/mouth/src/components/kbli/KBLIStructuredData.tsx,182,JSON-LD attributes the code to BPS as provider while the loader reads OSS-realigned judul/uraian (_l1_source OSS),0.90,false,Attribute to OSS/BPS consistently with _l1_source
B-HARD-007,HARDCODED,,apps/mouth/src/app/kbli/[code]/page.tsx,604,"TKA section cites Kepmenaker 228/2019 as literal text; tkaInfo values come from gold file, not corpus",1.00,false,TO VERIFY: regulation reference; move citation into the claim ledger
B-HARD-008,HARDCODED,,apps/mouth/src/components/kbli/LicensingSection.tsx,1156,Perpres slice notice cites Perpres 10/2021 as literal text; slice file _meta names Perpres 49/2021 Lampiran III,0.90,false,TO VERIFY: align instrument naming between component and artifact
B-HARD-009,HARDCODED,,apps/mouth/src/lib/kbli-bali-block.ts,160,baliBlockClause maps l4_bali.status to literal English clauses including a 13 May 2026 moratorium date,1.00,false,TO VERIFY: date; source clauses from the ledger
B-HARD-010,HARDCODED,01287,apps/mouth/src/lib/kbli-bali-block.ts,107,"National closure basis for 01287 is a literal in NATIONAL_CLOSURE_CODES (corpus pma_status TERTUTUP, verdict declared_gap); overrides record",1.00,false,Move the closure basis into the corpus record with a locator
B-HARD-011,HARDCODED,47111,apps/mouth/src/lib/kbli-bali-block.ts,111,"National closure basis for 47111 is a literal in NATIONAL_CLOSURE_CODES (corpus pma_status TERBATAS, verdict located); overrides record",1.00,false,Move the closure basis into the corpus record with a locator
B-HARD-012,HARDCODED,47112,apps/mouth/src/lib/kbli-bali-block.ts,115,"National closure basis for 47112 is a literal in NATIONAL_CLOSURE_CODES (corpus pma_status TERBUKA, verdict declared_gap); overrides record",1.00,false,Move the closure basis into the corpus record with a locator
B-HARD-013,HARDCODED,59131,apps/mouth/src/lib/kbli-bali-block.ts,118,"National closure basis for 59131 is a literal in NATIONAL_CLOSURE_CODES (corpus pma_status TERTUTUP, verdict declared_gap); overrides record",1.00,false,Move the closure basis into the corpus record with a locator
B-HARD-014,HARDCODED,69102,apps/mouth/src/lib/kbli-bali-block.ts,120,"National closure basis for 69102 is a literal in NATIONAL_CLOSURE_CODES (corpus pma_status TERBUKA, verdict declared_gap); overrides record",1.00,false,Move the closure basis into the corpus record with a locator
B-HARD-015,HARDCODED,69104,apps/mouth/src/lib/kbli-bali-block.ts,124,"National closure basis for 69104 is a literal in NATIONAL_CLOSURE_CODES (corpus pma_status TERBUKA, verdict declared_gap); overrides record",1.00,false,Move the closure basis into the corpus record with a locator
B-HARD-016,HARDCODED,86201,apps/mouth/src/lib/kbli-bali-block.ts,128,"National closure basis for 86201 is a literal in NATIONAL_CLOSURE_CODES (corpus pma_status TERBUKA, verdict declared_gap); overrides record",1.00,false,Move the closure basis into the corpus record with a locator
B-HARD-017,HARDCODED,86202,apps/mouth/src/lib/kbli-bali-block.ts,132,"National closure basis for 86202 is a literal in NATIONAL_CLOSURE_CODES (corpus pma_status TERBUKA, verdict declared_gap); overrides record",1.00,false,Move the closure basis into the corpus record with a locator
B-HARD-018,HARDCODED,,apps/mouth/src/lib/kbli-bali-block.ts,105,Summary: 8 hardcoded national-closure codes; all in corpus: True,1.00,false,None
B-HARD-019,HARDCODED,,apps/mouth/src/lib/kbli-faq.ts,22,FAQ answer asserts a June 2026 transition-window closure as literal text; not in corpus or ledger,0.90,false,TO VERIFY: deadline; add to claim ledger and read from it
B-HARD-020,HARDCODED,,apps/mouth/src/lib/kbli-meta.ts,106,Meta title suffix literal asserts a 2026 Bali block for PT PMA when l4 blocked with HIGH confidence,1.00,false,None
B-HARD-021,HARDCODED,63122,apps/mouth/src/app/kbli-explorer/concordance.ts,10,Explorer concordance entry for 63122 carries literal regulatory status/impact/action text (in corpus: False),1.00,false,Move to a reviewed data artifact with source locators
B-HARD-022,HARDCODED,56101,apps/mouth/src/app/kbli-explorer/concordance.ts,19,Explorer concordance entry for 56101 carries literal regulatory status/impact/action text (in corpus: True),1.00,false,Move to a reviewed data artifact with source locators
B-HARD-023,HARDCODED,55113,apps/mouth/src/app/kbli-explorer/concordance.ts,27,Explorer concordance entry for 55113 carries literal regulatory status/impact/action text (in corpus: False),1.00,false,Move to a reviewed data artifact with source locators
B-HARD-024,HARDCODED,70209,apps/mouth/src/app/kbli-explorer/concordance.ts,34,Explorer concordance entry for 70209 carries literal regulatory status/impact/action text (in corpus: True),1.00,false,Move to a reviewed data artifact with source locators
B-HARD-025,HARDCODED,62019,apps/mouth/src/app/kbli-explorer/concordance.ts,42,Explorer concordance entry for 62019 carries literal regulatory status/impact/action text (in corpus: False),1.00,false,Move to a reviewed data artifact with source locators
B-HARD-026,HARDCODED,68111,apps/mouth/src/app/kbli-explorer/concordance.ts,50,Explorer concordance entry for 68111 carries literal regulatory status/impact/action text (in corpus: True),1.00,false,Move to a reviewed data artifact with source locators
B-HARD-027,HARDCODED,55209,apps/mouth/src/app/kbli-explorer/concordance.ts,59,Explorer concordance entry for 55209 carries literal regulatory status/impact/action text (in corpus: True),1.00,false,Move to a reviewed data artifact with source locators
B-HARD-028,HARDCODED,,apps/mouth/src/app/kbli-explorer/concordance.ts,9,"Concordance references target codes 55106,55203 (all in corpus: True); includes literal 2026 deadlines and IDR figures",1.00,false,TO VERIFY: deadlines and figures; source from ledger
B-HARD-029,HARDCODED,,apps/mouth/src/lib/kbli-data.ts,412,Comment says 14 slice-disclosure codes; artifact carries 12 (_meta.count 12),0.90,false,Update comment
B-HARD-030,HARDCODED,,apps/mouth/src/lib/kbli-editorial-certification.ts,100,Chat opener is always replaced by a neutral template; gold/intel zantaraOpener never reaches the page,1.00,false,None
B-SCHEMA-001,SCHEMA_DIVERGENCE,,apps/mouth/src/lib/kbli-data.server.ts,332,"Two loaders build KBLICode differently: kbli-data.server.ts sets titleEn = judul, kbli-data.ts sets titleEn = English map; page mixes both modules",1.00,false,Collapse to one transform
B-SCHEMA-002,SCHEMA_DIVERGENCE,,apps/mouth/src/app/kbli/[code]/page.tsx,13,"page imports getCode from kbli-data.ts but getGoldContent from kbli-data.server.ts (separate caches, separate transforms)",1.00,false,Import gold and code from the same module
B-SCHEMA-003,SCHEMA_DIVERGENCE,,apps/mouth/src/lib/kbli-types.ts,65,"KBLIRawCode declares PMA locator fields present on few records: pma_official_basis 56, pma_source_vintage 54, pma_cap_verified 57 of 1559",1.00,false,None (drives the declared_gap gate)
B-SCHEMA-004,SCHEMA_DIVERGENCE,,apps/mouth/src/lib/kbli-provenance.ts,152,PMA verdict located for 54 codes; 1505 pages show the not-verified banner and withhold editorial,1.00,false,None
B-SCHEMA-005,SCHEMA_DIVERGENCE,,apps/mouth/src/lib/kbli-types.ts,65,"Corpus fields not declared in KBLIRawCode and unused: _source_relabeled,l4_bali,per_skala_legacy,pma_cap_note,pma_correction,ruang_lingkup",1.00,false,None
B-SCHEMA-006,SCHEMA_DIVERGENCE,,apps/mouth/src/components/kbli/TransitionBadge.tsx,3,status_mapping missing on 1 record(s); LABELS lookup yields undefined label,1.00,false,Guard the missing value
B-SCHEMA-007,SCHEMA_DIVERGENCE,,apps/mouth/src/lib/kbli-pma-disclosure.ts,31,pma_max_asing is ignored unless pma_cap_verified is true: cap shown for 54 codes although pma_max_asing is set on 1558,1.00,false,None
B-SCHEMA-008,SCHEMA_DIVERGENCE,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,1,"metadata.total_codes 1559 equals record count: True; from_both+bps_only+kbli_only = 1563; _source counts {""BPS_7_2025 + PP28_2025"": 1552, ""BPS_7_2025_ONLY"": 1, ""PP28_2025_ONLY"": 6}",1.00,false,None
B-PHAN-001,PHANTOM_CODE,10761,apps/mouth/data/kbli-perpres-slice-disclosures.json,17,"Slice-disclosure code 10761: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-002,PHANTOM_CODE,13133,apps/mouth/data/kbli-perpres-slice-disclosures.json,25,"Slice-disclosure code 13133: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-003,PHANTOM_CODE,20232,apps/mouth/data/kbli-perpres-slice-disclosures.json,33,"Slice-disclosure code 20232: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-004,PHANTOM_CODE,26513,apps/mouth/data/kbli-perpres-slice-disclosures.json,41,"Slice-disclosure code 26513: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-005,PHANTOM_CODE,30111,apps/mouth/data/kbli-perpres-slice-disclosures.json,49,"Slice-disclosure code 30111: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-006,PHANTOM_CODE,30113,apps/mouth/data/kbli-perpres-slice-disclosures.json,63,"Slice-disclosure code 30113: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-007,PHANTOM_CODE,30301,apps/mouth/data/kbli-perpres-slice-disclosures.json,71,"Slice-disclosure code 30301: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-008,PHANTOM_CODE,30302,apps/mouth/data/kbli-perpres-slice-disclosures.json,79,"Slice-disclosure code 30302: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-009,PHANTOM_CODE,58130,apps/mouth/data/kbli-perpres-slice-disclosures.json,87,"Slice-disclosure code 58130: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-010,PHANTOM_CODE,60102,apps/mouth/data/kbli-perpres-slice-disclosures.json,95,"Slice-disclosure code 60102: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-011,PHANTOM_CODE,60202,apps/mouth/data/kbli-perpres-slice-disclosures.json,103,"Slice-disclosure code 60202: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-012,PHANTOM_CODE,90200,apps/mouth/data/kbli-perpres-slice-disclosures.json,111,"Slice-disclosure code 90200: in corpus True, in OSS 5-digit set True; whole-code pma_status TERBUKA",1.00,false,None
B-PHAN-013,PHANTOM_CODE,,apps/mouth/data/kbli-perpres-slice-disclosures.json,16,Summary: 12 disclosure codes; not in corpus: 0; not in OSS: 0; _meta.count 12,1.00,false,None
B-PHAN-014,PHANTOM_CODE,20235,apps/mouth/data/kbli-perpres-slice-disclosures.json,5,"_meta.excluded_adjacent_not_contained code 20235 (not rendered): in corpus True, in OSS True",1.00,false,None
B-PHAN-015,PHANTOM_CODE,30303,apps/mouth/data/kbli-perpres-slice-disclosures.json,6,"_meta.excluded_adjacent_not_contained code 30303 (not rendered): in corpus True, in OSS True",1.00,false,None
B-PHAN-016,PHANTOM_CODE,51103,apps/mouth/data/kbli-perpres-slice-disclosures.json,7,"_meta.excluded_adjacent_not_contained code 51103 (not rendered): in corpus True, in OSS True",1.00,false,None
B-PHAN-017,PHANTOM_CODE,60103,apps/mouth/data/kbli-perpres-slice-disclosures.json,8,"_meta.excluded_adjacent_not_contained code 60103 (not rendered): in corpus True, in OSS True",1.00,false,None
B-PHAN-018,PHANTOM_CODE,60203,apps/mouth/data/kbli-perpres-slice-disclosures.json,9,"_meta.excluded_adjacent_not_contained code 60203 (not rendered): in corpus True, in OSS True",1.00,false,None
B-PHAN-019,PHANTOM_CODE,,apps/mouth/src/lib/kbli-english.ts,7,"English maps carry codes absent from corpus: curated 2 (82920,85598), generated 0 ()",1.00,false,Prune entries not in KBLI 2025
B-PHAN-020,PHANTOM_CODE,55113,apps/mouth/src/app/kbli-explorer/concordance.ts,27,Explorer concordance entry code 55113 is not in the 1559 corpus codes (in OSS 5-digit set: False),1.00,false,Mark as legacy KBLI 2020 code or remove
B-PHAN-021,PHANTOM_CODE,62019,apps/mouth/src/app/kbli-explorer/concordance.ts,42,Explorer concordance entry code 62019 is not in the 1559 corpus codes (in OSS 5-digit set: False),1.00,false,Mark as legacy KBLI 2020 code or remove
B-PHAN-022,PHANTOM_CODE,63122,apps/mouth/src/app/kbli-explorer/concordance.ts,10,Explorer concordance entry code 63122 is not in the 1559 corpus codes (in OSS 5-digit set: False),1.00,false,Mark as legacy KBLI 2020 code or remove
B-PHAN-023,PHANTOM_CODE,82920,apps/mouth/src/lib/kbli-english.ts,169,Curated English title for 82920: not in corpus (in OSS: False); listed in corpus metadata phantoms_dropped: True,1.00,false,Remove entry
